epoch,train loss,train acc,val loss,val acc
0,0.8192056660086681,71.1449966430664,0.6638121261046483,77.45999908447266
1,0.6232293974130582,78.07499694824219,0.6023584875540856,79.54000091552734
2,0.5838461888906283,79.61000061035156,0.6449284286071093,78.16999816894531
3,0.555823625662388,80.06999969482422,0.6113263689554654,79.23999786376953
4,0.5451660370215391,81.16000366210938,0.6245209525028864,79.4000015258789
5,0.5203680300559753,81.94999694824219,0.620004476645054,78.3499984741211
6,0.5122140334584774,82.33499908447266,0.6873476134660916,77.58999633789062
7,0.4967447341634677,82.63500213623047,0.7407514888506669,75.93000030517578
8,0.49248440601886845,83.03500366210938,0.6270235085334533,79.04000091552734
9,0.4807592212007596,83.43000030517578,0.5360767466899676,81.7699966430664
10,0.46422352832861435,84.0999984741211,0.7975577268844996,75.45999908447266
11,0.46318099972529286,83.83999633789062,0.6418725305642837,78.77999877929688
12,0.45689286396671563,84.11499786376953,0.622150800931148,79.26000213623047
13,0.45150931160419416,84.09500122070312,0.5433668291721588,81.45999908447266
14,0.44666886711731935,84.59500122070312,0.531023919964448,81.91999816894531
